label,article
0,"Tinanghal na Best Drama Series ang Ikaw Lamang at ang mga bidang sina Coco Martin and Kim Chiu ang nagwaging Best Drama Actor and Actress. Sina John Estrada at KC Concepcion ng Ikaw Lamang din ang nagwaging Best Supporting Actor and Actress pero ang mga tinalo na pinakamahigpit nilang nakalaban ay pawang co-stars din nila sa nasabing serye. Sa kategoryang Best Single Performance by an Actress naman ay tinalo ng first time nominee sa acting award na si Sunshine Cruz sina Nora Aunor, Maricel Soriano, Gina Pareno, Irma Adlawan at Janice de Belen. Halos mapaiyak si Sunshine sa pagkakapanalo niya na inialay niya sa kanyang tatlong anak na mag'isa niyang itinataguyod ngayon. Ang Kapamilya talent pa rin na si Arjo Atayde ang nagwagi bilang Best Single Performance by an Actor dahil sa kanyang ipinakitang galing sa Maalaala Mo Kaya (MMK rin ang nagpanalo kay Sunshine) at ka-tie ng actor si Jose Manalo na first time ding nagkaroon ng best actor award. Tumanggap naman ng malakas na hiyaw mula sa audience ang Kapamilya love team nina Kathryn Bernardo at Daniel Padilla nang tanghaling ""Power Love Team"" na kaloob naman ng Kapusong si German ""Kuya Germs"" Moreno. Ang Kapamilya pa ring sina Lyca Gairando at Manolo Pedrosa ang tumanggap ng ""Best New Female and Male Personality"". At ang Honesto star na si Raikko Mateo ang wagi bilang Best Child Performer. Narito ang list of winners sa PMPC 28th Star Awards for TV: Best TV Station ABS-CBN"
0,"Pinaghahanap naman ngayon ang suspek na si Dan Rex Enriquez, na nakatira sa Bgy. Ligtong, Rosario, na huli umanong nakainuman ng dalagita sa isang party. Teorya ng pulisya, matapos dumalo sa party ay umuwi na ang biktima pero sinundan siya ng suspek at ginahasa bago pinatay."
0,"Ayon sa report ng Antipolo City Police kay Rizal Police Provincial Office director Senior Supt. Bernabe Balba, ang mga biktima ay ang mag-asawang Gilbert Calub, 44; at Annaleah Calub, 44; mga anak na sina Gian Carlo Calub, 12; at Gleo Christof Calub, 7, pawang taga-Pines City Executives Homes sa Bgt. San Roque, Antiipolo City."
0,"Masaya niyang ibinalita na annulled na o napawalang-bisa na ang kasal niya kay Meryll Soriano. Naging bunga ng pagsasama nila ng aktres ang kaisa-isa nilang anak na si Elijah. ""After six to seven years , I'm legally annulled,"" pahayag ni Bernard. Wala na raw sagabal sa kanila ni Jerika kapag naisip na nilang magpakasal. ""We are on the right path. Legally, I can ask her,' sey ng aktor. Handa na rin daw siyang pakasalan si Jerika dahil ito ang ipinangako niya sa sarili, ang ihatid sa altar ang anak ni Manila Mayor Joseph ""Erap"" Estrada. ""I don't see the relationship going anywhere but there,"" mariin niyang sabi, na sinalo naman ni Jerika ng, ""Walang nagmamadali."" ""If they gave me enough shows to make that much,why not? As long as we got the confirmation, I'm happy already. If it will lead to marriage, the sooner, the better,"" sey pa ng aktor."
0,"Si De la Hoya, isang 10-time world boxing champion, ay nakipagtambal kay Mexican boxing mogul Pepe Gomez upang ilunsad ang De la Hoya TV: Beyond Boxing. Ginawa ni De la Hoya ang anunsiyo noong Miyerkules sa Miami Beach sa NATPE TV programming convention."
0,"Ang mga curators na mag-a- assess sa mga kasagutan at magdedetermina sa playlist ay kinabibilangan ng British singer-songwriters na sina Ed Sheeran at James Blunt, US singer-songwriter John Legend, French DJ David Guetta at Portuguese pop star David Carreira. Inanunsiyo ni UN Secretary-General Ban Ki-moon, na hindi nakilala sa kanyang rock star persona, ang inisyatiba sa isang MTV-style video kung saan ibinigay niya ang kanyang boto sa 1970 hit ni Stevie Wonder na ""Signed, Sealed, Delivered."" Sinabi ni Ban na ang awitin - kilalang paborito ni US President Barack Obama - ay kumatawan sa kanyang mga pag-asa para sa isang matagumpay na kasunduan sa climate change sa isang UN-led conference sa Paris sa huling bahagi ng taong kasalukuyan. Idineklara ng United Nations noong 2012 ang International Day of Happiness - na kasabay ng unang araw ng tagsibol sa Northern Hemisphere - matapos ang inisyatiba ng Bhutan, ang lupain sa Himalayan na sumusukat sa ""Gross National Happiness"" imbes na sa standard economic indicator. ""On this day we are using the universal language of music to show solidarity with the millions of people around the world suffering from poverty, human rights abuses, humanitarian crises and the effects of environmental degradation and climate change,"" ani Ban. Noong nakaraang taon, ang International Day of Happiness ay inimbitahan ang music fans sa buong mundo na sumayaw sa patok na awitin ni Pharrell Williams na ""Happy,"" na naging viral sensation."
0,Agad masusubok ang kakayahan ng mga nakuwalipika sa pinakamayaman at pinakamalaking karera sa bansa sa unang araw pa lamang ng labanan kung saan ay dalawang yugto agad ang kanilang kakaharapin sa kabuuang anim na araw ngunit may walong Stage na karera.
0,"Ayon kay BI Commissioner Siegfred Mison, ang P3.022-bilyon kita noong nakaraang taon ay mula sa ""mataas at mas propesyonal na mga kawani"". Ang nasabing halaga ay hindi hamak na mas mataas kumpara sa P2.985-bilyon nakolekta noong 2013."
0,"Ayon kay NCRPO chief Director Carmelo Valmoria, nais lamang nilang matiyak na ligtas ang publiko ngayong holiday season. Sinabi ni Valmoria na tututukan ng pulisya ang selebrasyon sa pagsalubong sa Bagong Taon, partikular ang bentahan at paggamit ng mga ilegal na paputok."
0,"""A drug user, dependent or any person who violates Section 15 (Use of Dangerous Drugs), of RA 9165, may submit himself for treatment and rehabilitation of drug dependency. The treatment and rehabilitation program helps drug dependents recover and become productive citizens living in a healthy society,"" pahayag ni PDEA Director General Arturo Cacdac. Inihalimbawa ng opisyal ang isang manlalaro ng UFC, ang light heavyweight champion na si Jon Jones, na boluntaryong sumailalim sa rehabilitation matapos magpositibo sa cocaine. Agosto 2014 nang nakulong ang anak ng international action star na si Jacky Chan na si Jaycee at ang kasama nitong aktor na si Kai Ko dahil sa paggamit ng marijuana. Maihahalintulad din ang naging karanasan ng aktor na si JM de Guzman na kusang-loob na nagparehab para sa panibagong kabanata ng kanyang buhay."
0,"Ayon sa dating actor, nananatili siyang staff ng senadora pero hindi nga lang sumasama sa mga lakad nito sa pangangampanya. Binanggit ni Renzo na magtatatlong taon na siya bilang staff ni Sen. Grace Poe at walong taon ding naging staff ni Sen. Jinggoy Estrada. Kaya regular Senate employee na raw ang kapatid ni Sheryl Cruz at wala raw namang isyu tungkol sa kanilang dalawa ng pinsang si Sen. Poe. Iniiwasan niyang magkomento tungkol sa hidwaan nina Sheryl at Sen. Grace. ""Bahala na sila sa bagay na 'yan. Basta walang problema sa amin ni Sen. Grace at hindi rin naman namin pinag-uusapan 'yun ng kapatid kong si Sheryl,"" sey niya. Kinamusta namin kay Renzo ang mommy niyang si Rosemarie Sonora at ang kapatid niyang si Patrick. Masayang-masaya rin daw ngayon si Partick sa buhay may-asawa nito pero pagdating sa kanilang ina ay hindi pa raw napapanahon na pag-uusapan namin ang bagay na ito."
0,"Sinabi ni Valte na una nang nilinaw ni Pangulong Benigno S. Aquino III ang posisyon nito sa usapin dahil mangangahulugan ito na ang ""government gave, or at least gave its blessing"" sa krimen. ""And, I think, the President was specifically clear on his position on that,"" sinabi ni Valte sa panayam ng DZRB kaugnay ng nasabing panawagan ng Center for International Law (CenterLaw) Philippines. Iginiit ni CenterLaw Chairman Harry Roque Jr., na abogado rin ng mga pamilya ng mga biktima, na batay sa international law ay dapat na bayaran ng gobyerno ang mga naulila ng mga biktima. Sinabi naman ni Valte na ginagawa ng Ehekutibo ang lahat ng paraan upang mabigyan ng katarungan ang mga biktima. ""Again, the executive branch is not the only branch in play here into the case, and we can assure you that our efforts have been concentrated on pushing the case forward,"" aniya."
0,"Kung paniniwalaan ang isang survey na ikinomisyon ng isang pahayagang English, 48% ang sinisisi si PNoy sa pagkamatay ng 44 SAF commando samantalang 52% ang sumisisi kay Purisima. Anim sa 10 Pinoy na tinanong ang walang tiwala ngayon sa Aquino administration kasunod ng Mamasapano massacre. Totoo ba ang mga ulat na ang dalang mga granada (M203) ng SAF men ay pawang supot o hindi sumabog sa kaigtingan ng sagupaan? Ayon kay PNP Supt. Raymund Train, intel officer ng SAF na namuno sa pagsalakay sa kuta ni Zulkfli bin Hir, hindi pumutok ang mga granada upang mapigilan ang mga kalaban. Nag-text sa akin si veteran defense reporter Ben Cal ng PNA upang ipaalam kung paano umaksiyon si FVR sa mga krisis na katulad ng Mamasapano. Noong Abril 3, 1995, sinunog ng Abu Sayyaf ang public market ng Ipil, Zamboanga ng 2am. Dumating si FVR sa Ipil at ininspeksiyon ang eksena dakong 7:30am. Tinanong niya kung nasaan si Southcom chief Lt. Gen. Regino Lacson. Ang sabi ay nasa Davao City raw. Ano ang ginagawa niya sa Davao, tanong ni FVR. Agad ni-relieve ni FVR si Lacson at itinalaga si Lt. Gen. Eduardo Batenga bilang bagong Southcom chief, at inatasang magsagawa ng hot pursuit laban sa ASG. Sa 200 ASG na nanunog at nagnakaw sa mga bangko, lahat ay napatay maliban sa 20 bandido. Ganyan si FVR, sabi ni Ben Cal."
0,"Bagamat hindi kasama ang national costume parade para sa pagpili ng semi-finalists, isa sa pinakapinalakpakan na national costume show ang kay Catriona, na tinawag na ""LUZVIMINDA: Magdiwang. Lumaban. Pagyamanin."" ""I want to represent the Philippines in all forms. When people see the Philippine sash, it's just a word on a sash, but really, we're made up of so many different places and so much different aspects to our culture,"" pagbabahagi ni Catriona sa ABS-CBN ilang oras bago ang parade. Ang bonggang national attire ni Catriona ay pinagtulungan ng parol make na si Eric Quiwa, ng fashion designer na si Jearsond para sa pintados catsuit, ng architect-artist na si Carlos Buendia Jr., at ng popular heel maker nasi Jojo Bragais. Ayon kay Buendia, kinakatawan ng Luzon ang sikat na mga parol ng Pampanga, na may brass border na disenyo, at gawa pa sa Apalit. Sa likod ng parol ay bubulaga naman ang painting na napapalibutan ng nakasulat na pambansang awit ng Pilipinas, ang Lupang Hinirang na nasa Baybayin. Tampok din sa obra ang tagumpay, mga kapistahan, kaganapan, mga bayani, at mga pambansang sagisag, kasama ng estilo mula sa mga obra ni National Artist Carlos ""Botong"" Francisco. Kinatawan naman ng mga tattoo ang indibiduwal na paglalakbay at pakikipaglaban, katapangan at kalakasan, na kumakatawan sa katapangan at ""resilient spirit"" ng mga Pilipino sa gitna ng mga pinagdadaanang pagsubok sa kasalukuyan, pagbabahagi ni Buendia. Dagdag pa niya, authentic ang tattoo pattern na base sa manuskritong ""Boxer Codex"" na isinulat noong 1590. Naglalarawan naman sa isla ng Mindanao ang headpiece at brass accessories mula sa South Cotabato at ang customized na boots na may burda ng iba't ibang indigenous pattern mula sa katimugang bahagi ng bansa, sa mga Manobo, Maguindanao, Yakan, Maranao, Bagobo, at T'boli. ""I am super proud of Catriona who slayed the runway. There's no part of that national costume that is not Filipino,"" pahayag ni Bragais pagkatapos ng show. May ilang ulat naman na ang parol-inspired na bahagi ng costume ni Catriona ay dapat na iilaw habang rumarampa ngunit hindi ito pinayagan ng mga organizer."
0,Clear - ito ang state of mind mo in this cycle. Mabilis kang mag-isip at may maaalala kang mga endeavor na kailangan mong atupagin. LEO [Jul 23 - Aug 22]
0,"TINANONG namin si Derek Ramsay tungkol sa lumulutang na isyung babalik siya sa ABS-CBN. ""No, no. I don't know! My contract with TV5 is going to expire soon, so (kaya) siguro may ganu'n,"" katwiran ng aktor. Okay na ba si Derek at ang ABS-CBN management na napabalita noon na nagalit sa kanya?"
0,Timberwolves: Pinagpahinga si center Nikola Pekovic sanhi ng sore right ankle. Hindi nakita sa aksiyon si forward Kevin Garnett sanhi naman ng sore knee. Nagtala ang Timberwolves ng 1 assist sa first quarter.
0,Inihain ni Villar ang House Resolution 1658 na nag-aatas sa House Committee on Information and Communications Technology at sa iba pang kinauukulang House panel na siyasatin ang napaulat na mabagal na Internet connection sa bansa.
0,"""P'wede ka bang tumanggi kay Direk Laurice (Guillen)?"" natatawang sagot ni Raymart. ""Actually, nag-gain na nga ako ng weight ngayon. Pero hindi mo nga p'wede tanggihan ang director mo, kahit first time ko ngang ginawa ito ngayon. Hindi naman ako nailang na kunan ang topless scene ko dahil nasa beach naman ako."" Biniro tuloy si Raymart kung naghahanda na siya sa iba pang sexier scenes sa bago niyang drama series sa GMA-7. O baka gusto na niyang mag-join sa Cosmo Bash? ""P'wede pa ba ako?"" natawang sagot niya. ""Iyon ang dapat ko munang paghandaan. Hindi pwedeng basta na lang papasok sa ganoon."" Sa Second Chances, gagampanan ni Raymart ang role ng isang single father, si Bernard Castelo, na naiwanan sa kanya ang isang anak na lalaki ng yumaong asawa. Muli siyang umibig at nagbago ang buhay nang makilala si Lyra Bermudez (Jennylyn Mercado). Si Lyra na ang second chance ni Bernard para muling lumigaya. Ready na ba siyang magmahal muli dahil single na siya? ""Sira ang buhay ko ngayon, ayoko namang pasukin iyong buhay na maging kami at sisirain ko rin ang buhay niya."" Paano kung ang bagong mamahalin pala ang muling bubuo sa buhay niya? ""Hindi, eh, parang marami pa akong mga kaso-kaso. Ayokong madamay kung sinuman iyong darating."" Pero napipigilan ba ang puso? ""Oo, pero may korte,"" at napatawa si Raymart. ""Ang puso okay lang, eh, ang korte, nand'yan."" Kaya sarado muna ang puso niya, kung hanggang kailan, hindi raw niya alam. Ngayong may anak siyang lalaki sa story, hindi ba niya nami-miss ang mga anak niya, sina Santino at Sabina? May communications pa ba sila ni Claudine Barretto? ""Nami-miss, sobrang miss ko na sila, pero wala akong magagawa, malayu-layo pa ang tatakbuhin ng custody case namin. Nagkakausap lang kami kapag kailangang ipa-check-up niya sa hospital ang mga bata. Pero hindi niya ipinakikita sa akin ang mga anak ko. Ganu'n lang, hindi rin kami nagbatian noong Christmas at New Year."""
0,"Binuo ito ni Sir W.G. Armstrong, pinasadahan noong Abril 2, 1906 at inilunsad noong Abril 13, 1907. Ang HMS Invincible ay naging aktibong unit ng British Battlecruiser Force."
0,"""Unfortunately, kinailangan pong ma-extend at maganda naman po 'yung nagiging resulta rin ng operations ng AFP,"" sabi ni Valte. ""It's a delicate balance that government has to weigh and 'yung continued operations ng AFP (Armed Forces of the Philippines) against these lawless elements unfortunately has the by-product of the displacement, but government continues to do its best,"" dagdag niya. Gayunman, tiniyak niyang natutugunan ng gobyerno ang lahat ng pangangailangan ng mga lumikas. ""Again, we will just continue to strive to provide more services to those who are affected and again, to prioritize their safety first and foremost,"" ani Valte. Siniguro ng opisyal na prioridad ng gobyerno ang kaligtasan ng mga sibilyan. ""Ang priority naman siyempre ng AFP diyan is 'yung safety nung civilians so talagang nagkakaroon po ng displacement. On the side of government, hinahabol na po natin 'yung pagbibigay na lang ng kalinga dito sa mga nadi-displace na pamilya pong ito,"" sabi ni Valte. Sinabi ni Valte na batay sa huling bilang, may 56,000 katao sa 44 evacuation center. Nasa 8,500 naman ang nasa labas ng mga evacuation center. Aniya, maging ang mga hindi tumutuloy sa evacuation center ay pinagkakalooban ng tulong, hindi lang pagkain kundi maging serbisyo medikal, counseling, at iba pa. Naglunsad ang militar ng matinding opensiba upang pulbusin ang BIFF, isang breakaway group mula sa Moro Islamic Liberation Front (MILF) kasunod ng engkuwentro sa Mamasapano, Maguindanao na ikinamatay ng 44 na operatiba ng Philippine National Police-Special Action Force (PNP-SAF) noong Enero 25, 2015, sa misyong arestuhin ang dalawang kilabot na teroristang sina Abdulbasit Usman at Zulkifli Bin Hir, alyas Abu Marwan."
0,"Taong 1883 nang maitatag ang kanyang korporasyon na Benz & Company, at naging pangunahing manufacturer ng mga sasakyan noong 1900. Ang kanyang ama ay isang engine driver. Siya ay nag-aral sa Karlsruhe Grammar School at Karlsruhe Polytechnic University."
0,"Hindi pumasa si Silva sa isang pre-fight exam, nagpositibo para sa Drostanolone metabolites, ayon pa sa statement. Si Diaz naman ay lumapgpak sa post-fight exam para sa marijuana, ayon naman sa iniulat ni Yahoo! Sports columnist Kevin Iole."
0,"Partikular na humingi ng suporta si Tagle sa mga Pinoy para sa feeding program ng kanilang archdiocese, sa ilalim ng kanilang programang Fast2Feed. Ang Fast2Feed ay isang Lenten campaign na humihiling sa mga mananampalataya na mag-ayuno at ang anumang salaping matitipid mula rito ay ipamahagi sa Hapag-Asa program ng Simbahan. Inihayag ni Tagle na naging matagumpay ang naturang programa noong nakaraang taon kung saan ay nakapagpakain sila ng 150,000 paslit na mula sa Yolanda-affected areas at 20,000 iba pang kabataan sa loob ng anim na buwan na Hapag-Asa feeding program. ""It only takes P1,200 or P10 per day to bring back a hungry and undernourished child to his healthy state in six months,"" ani Tagle."
0,"Ang resignation ni Darren Wilson ay kaagad na nagkabisa, ayon kay Atty. Neil Bruntrager. Si Wilson ay nasa administrative leave simula ng pamamaril noong Agosto 9, na nagbunsod ng ilang araw na bayolenteng protesta."
0,Libre ang lahat ng mga tiket para sa General Admission section ng MOA Arena sa Pasay City kung saan gaganapin ang opening games ng PBA Commissioner's Cup.
0,"Ang insidente ay sinundan ng serye ng legal maneuvering mula sa lahat ng sangkot, nang kasuhan ni Vhong si Cedric at mga kasama ng serious physical injuries, serious illegal detention, grave threat, grave coercion, illegal arrest at blackmail. Nagpaigting sa drama ang aspiring beauty queen na si Roxanne Cabanero na nag-akusa rin kay Vhong ng panggagahasa sa kanya noong Abril 2010. Kalaunan ay ibinasura ang kaso, nang magpasya ang Department of Justice (DOJ) na ang pahayag ni Roxanne ay ""contradictory, suspicious and of doubtful nature."" Bukod kay Vhong, ang iba pang pangalan at mga paksa na pumasok sa Google Philippines' top trending searches list ay ang Flappy Bird, Robin Williams, Rude (Magic!), Frozen, Cedric Lee, Paolo Bediones, Jennifer Lawrence, Malaysia Airlines at Meteor Garden. Sina Cedric, Deniece, at Roxanne ay kapwa nakapasok sa Google Philippines' Top 10 Newsmaker list in 2014. Kasama nila sina Darren Espanto, Paul George, Helena Belmonte, Bryan Gahol, Michael Christian Martinez, Natalia Poklonskaya at Michelle Ann Bonzo. Sa panayam ng Manila Bulletin, sinabi ni Gail Tan, head of Communications and Public Affairs ng Google Philippines, na makikita sa trending searches list ngayong taon na karamihan ng Internet users ay naghahanap ng entertainment and news. ""People really troop to the internet to search for entertainment but I would like to believe that there's now a good balance between the two,"" aniya. ""If you look at the trending searches that we have, it's a combination of entertainment and news. Even if Vhong Navarro is the number 1, it is still news, it wasn't really entertainment. Something happened and it captured the people's attention."" Idinagdag ni Tan na ang mga Pilipino ay mas nagiging conscious na sa global affairs batay sa Top 10 news terms na nakapasok sa kanilang listahan kabilang na ang MH370, Ebola virus, Typhoon ""Glenda,"" SONA 2014, ISIS, MH17, Gaza, Ukraine, blood moon at Crimea. ""We're very glad to see a consciousness in the Filipino about things that are happening globally like Ebola (outbreak) and Gaza (siege). It shows that they are now more mature about their searches,"" aniya. Bukod sa entertainment and current events, nagpakita rin ang mga Pinoy ng mainit na interes sa sports sa 70% ng top 10 events searches na karamihan ay may kinalaman sa boxing, football at tennis. Narito ang kumpletong listahan ng Google Philippines' top search items for the year batay sa category:"
0,"Magpa-pilot ngayong araw (Monday, March 9), pagkatapos ng 24 Oras ang Pari Koy na balik kontrabida siya dahil type niyang suportahan ang kaibigan niyang si Dingdong Dantes na siyang bida ng soap."
0,"Ayon kay Agot Balanoy, manager ng BFMC, napakaliit lang ng pinsala ng frost sa ngayon at kahit dumami pa ito o bumaba ang temperatura sa Baguio ay hindi ito makaaapekto sa supply ng gulay."
0,"Sa ulat kay Senior Supt. Crizaldo O. Nieves, Nueva Ecija Police Provincial Office director, nakilala ang biktimang si John Gabat Magbitang, ng Bgy. Pacac, Guimba, na agad na namatay dahil sa maraming tama ng bala sa katawan."
0,"Sinabi ni De Lima na isa sa 20 preso mula NBP ang humiling ng lechon para sa kanilang selebrasyon sa loob ng selda. Iginiit ng kalihim na base sa umiiral na batas, hindi dapat pinayagang maipasok ang isang lechon sa piitan. ""Somehow, during those times [baka may] lumapit doon sa mga drug inmate na regular detainees na nasa NBI detention facility at baka 'yun ang posibleng nagpuslit din ng mga contraband na 'yan, especially cash,"" pahayag ni De Lima. Kinumpirma ni NBI Director Virgilio Mendez na dalawang lechon ang ipinasok sa NBI detention center noong holiday. Ayon sa ilang imbestigador ng NBI, ang asawa ni Herbert Colangco, isa sa 20 high-profile inmate, ang nag-deliver ng lechon subalit hindi siya pinayagan ng jail guard na makalapit sa preso kaya iniwan na lang niya ang lechon sa gate ng pasilidad."
0,"Mismong ang Department of Public Works and Highways (DPWH) ay hindi makapaniwala sa mga ulat na ang kagawaran ang nasa likod ng planong gibain ang isang istruktura sa Maharlika Highway sa Sariaya, Quezon para sa pagpapalawak ng kalsada."
0,"Nagtapos si James na may 19 puntos at 12 assists. Tinapos ni Carmelo Anthony ang kanyang 4-for-19 na gabi sa pagmintis sa isang 3-pointer sa mga huling segundo at nalaglag ang Knicks sa kanilang ikaanim na sunod na pagkabigo para sa 4-16 na kartada. Nagdagdag si Tim Hardaway Jr. ng 20 puntos at 18 naman ang kay Amare Stoudemire, kasama ang 9 rebounds para sa Knicks, na sinubukang sorpresahin ang Cavs sa ikalawang pagkakataon ngayong season. Ngunit hindi nagawa ng New York, na sinira ang unang laro ni James mula nang magbalik sa Cleveland sa kanilang 95-90 na panalo noong Oktubre 30, na mapanatili ang pakikipagsabayan makaraang lumamang ng 7 sa huling quarter. Naipasok ni James ang isang 3-pointer para makuha ang 86-85 na abante sa natitirang 3:54, sinundan niya ito ng isang fast-break dunk para sa 3 puntos na kalamangan, may 3:25 pa ang nalalabi. Gumawa si Kevin Love ng 11 puntos at 11 rebounds para sa Cavs, na nag-average ng 109.8 puntos sa kanilang huling apat na pagwawagi ngunit nahirapan sa opensa sa larong ito, maliban kay Irving."
0,"Ang mga tweet ng Santo Papa ay tungkol sa pakikihalubilo niya sa mga batang lansangan sa Tulay ng Kabataan matapos ang isang misa sa Manila Cathedral, at kahalagahan ng pamilya matapos ang kanyang Meeting with Families sa Mall of Asia Arena nitong Biyernes."
0,"Ayon kay Senate Finance Chairman Sen. Francis Escudero, ang P24 bilyon pondo ng ARMM ay sapat para sa rehabilitasyon at konstruksyon ng mga kalsada at patubig na aabot sa P10,642 bilyon ang ibinigay sa regional government ng Department of Public Works and Highways (DPWH)."
0,"Pero ang pagkakamali lang ni Singer ay binanggit pa niyang isa siyang singer. ""Ay, pasensiya na, hindi ka namin kilala,"" sabi naman agad ng mga ito sa kanya."
0,"Nakasaad sa 12-pahinang Omnibus Order na inaprubahan ang petition for bail ni Sajid subalit ibinasura ang kahalintulad na kahilingan nina Anwar Ampatuan Sr. at Akmad ""Tato"" Ampatuan, ang anak at manugang ni dating Governor Ampatuan. Nasa kabuuang P11.6 milyon ang halaga ng piyansa sa 58 counts ng murder o P200,000 kada kaso."
0,"Ang mga curators na mag-a- assess sa mga kasagutan at magdedetermina sa playlist ay kinabibilangan ng British singer-songwriters na sina Ed Sheeran at James Blunt, US singer-songwriter John Legend, French DJ David Guetta at Portuguese pop star David Carreira. Inanunsiyo ni UN Secretary-General Ban Ki-moon, na hindi nakilala sa kanyang rock star persona, ang inisyatiba sa isang MTV-style video kung saan ibinigay niya ang kanyang boto sa 1970 hit ni Stevie Wonder na ""Signed, Sealed, Delivered."" Sinabi ni Ban na ang awitin - kilalang paborito ni US President Barack Obama - ay kumatawan sa kanyang mga pag-asa para sa isang matagumpay na kasunduan sa climate change sa isang UN-led conference sa Paris sa huling bahagi ng taong kasalukuyan. Idineklara ng United Nations noong 2012 ang International Day of Happiness - na kasabay ng unang araw ng tagsibol sa Northern Hemisphere - matapos ang inisyatiba ng Bhutan, ang lupain sa Himalayan na sumusukat sa ""Gross National Happiness"" imbes na sa standard economic indicator. ""On this day we are using the universal language of music to show solidarity with the millions of people around the world suffering from poverty, human rights abuses, humanitarian crises and the effects of environmental degradation and climate change,"" ani Ban. Noong nakaraang taon, ang International Day of Happiness ay inimbitahan ang music fans sa buong mundo na sumayaw sa patok na awitin ni Pharrell Williams na ""Happy,"" na naging viral sensation."
0,"Isinulat at iniulat ni Per Liljas ng Time Magazine, isinalaysaysay ng artikulo ang hirap at mga hamon, at kalaunan ay tagumpay ng operasyon na pinamunuan ng kumpanyang Ocean Adventure, na si Tim ay chief executive officer (CEO) na nagresulta upang maibsan ang pagdurusa ng halos 500 pamilya o ng buong populasyon ng Maslog, isang bayan sa Samar. Si Josephine, na tubong Maslog, ay personal na sumama sa convoy ng mga behikulo sa bayan matapos manalasa ang supertyphoon. Nang matiyak na ligtas at nasa maayos na kalagayan ang kanyang pamilya, sinimulan ni Josephine ang relief operations sa pagtayo ng isang base sa bakuran upang mamahagi ng 20 toneladang essential supplies at lifesaving medicines para sa buong bayan."
0,"Ayon sa mga eksperto, lalo na sa mga doktor, mainam para sa kalusugan ang pagtawa. Walang kaduda-dudang may katotohanan ang pahayag na ito dahil ayon din sa Mabuting Aklat, na may ibinubungang mabuti ang maligayang puso."
0,Mahigit isang linggong nanatili sa bansa si Al Musallam kung saan ay personal itong nagmasid sa isinagawang fitness test ng mga dayuhang eksperto na mula sa Sports Performance University na sina Dr. Scott Lynn at Terence Rowles upang makabuo ng mga programa sa iba't ibang national sports association (NSA).
0,"NANG maging panauhin nina Boy Abunda at Kris Aquino ang bida ng pelikulang Halik Sa Hangin na si Julia Montes noong Lunes ng gabi, inusisa ng hosts ng Aquino and Abunda Tonight kung bakit gayong lagi na lang siyang nali-link sa co-actors niya (gaya nina Enchong Dee at Coco Martin), but up to now ay wala man lang nababalitaang nagkaroon na siya ng boyfriend."
0,"Ito ang inihayag kahapon ng Armed Forces of the Philippines (AFP), at sinabing umabot din sa 59 ang nasugatan na binubuo ng 40 BIFF at 19 na mililtar. Ayon kay Western Mindanao Command spokesman, Col. Gerry Besana, resulta ito ng walang tigil na operasyong pinamunuan ni Brig. Gen. Cirilito Sobejana, ng 6th Infantry (Kampilan) Division at commander ng Joint Task Force Central, na sinimulan noong huling linggo ng Mayo hanggang sa kasalukuyan. ""We will go after the bandits to safeguard the civilians and put an end to this menace of society. For as long as they still exist, I will not stop, it will continue. We are doing our best effort to put a rapid conclusion to this problem, because the more we prolong it, the more it prolongs the agony of many civilians in Maguindanao,"" sabi ni Sobejana. Sa kasalukuyan, aniya, ay patuloy pa rin ang opensiba laban sa grupo ng mga terorista."
0,"Inorganisa ito ng Philippine Permanent Mission to ASEAN, sa pamumuno ni Ambassador Elizabeth P. Buensuceso sa suporta ng ACCC, ASEAN Economic Community (AEC) Division ng Department of Foreign Affairs (DFA) at PPP Center ng Pilipinas. Ang forum ay itinataguyod ng Economic Research Institute for ASEAN and East Asia (ERIA) at ASEAN Regional Integration Support from the EU (EU ARISE)."
0,"Madaling maiwala ang momentum lalo na kung marami kang ginagawang iba pa. Kung mayroon kang proyekto na gusto mo talagang sumulong, maghanap ka ng paraan upang mabantayan mo ang progreso nito. Kumuha ng maliit na kalendaryo (maaari ring kalendaryo sa iyong cellphone) at itala roon kung hanggang saan na ang inabot ng iyong proyekto at ano dapat ang mararating pagsapit ng itinakdang panahon. Maaari ka ring gumawa ng listahan ng sunud-sunod na hakbang tungo sa tagumpay ng iyong proyekto at lagyan ng check ang mga natapos na gawain. Puwede ka ring magsabi sa isang matapat na kaibigan tungkol sa iyong pagsisikap upang makamusta ka nito pagdating ng panahon."
